Expocode,Section_ID,Station_number,Cast_number,Bottle_number,Time[UTC],Date,Latitude,Longitude,Depth[m],CTD_Pressure[dbars],CTD_Temperature[ITS-90],Conductivity,Salinity[PSS-78],T_Alk[umol/kg],pH[in-situ],T_C[umol/kg],pCO2[uatm],NO2+NO3[umol/kg],PO4[umol/kg],SiO2[umol/kg],?ar,N:Si,N_Si(Index_A),N_Si(Index_B),delN(expected-measured),delSi (expected-measured),Potential_Alk,C:P_drawdown,N:P_drawdown,Si:P_drawdown,P:P_drawdown,C_drawdown,N_drawdown,Si_drawdown,P_drawdown,N:Si_drawdown,pH(SWS25),pCO2[TEQ 20DEGC],Mean Wind 1 Jun to Occupation[m/s scalar],Mean Wind Week Before Occupation[m/s scalar],Wind at time Occupied[m/s scalar],Wind 24 hr Mean [m/s scalar],del18O,Pw (Surface water vapour pressure)[atm],Pw[mbars],Pb (Barometric pressure)[mbars],xCO2 (ICELAND AVERAGE JUN/JUL)[ppm],Pb[atm],pCO2 atmosphere[atm],Temp[K],CO2 Sol [mol/kg/atm],CO2 Sol [mol/cc/atm],"Sc CO2, seawater [unitless]",KT CO2 ,delta pCO2,flux [mol/m2/h],flux [mol/m2/month],Pb Average [mbars],Pb Average [atm],pCO2 atmosphere average Pb [atm],CO2 Sol average Pb [mol/kg/atm],CO2 Sol average Pb [mol/cc/atm],"Sc CO2, seawater average Pb [(unitless)]",KT CO2 average Pb (cm/hr),delta pCO2 average Pb [atm],flux average Pb [mol/m2/h],flux month average Pb [mol/m2/month],,,,Mean Flux x area [mol/month],median flux x area [mol/month],sd x area,mean flux x area [g/month],median flux x area [g/month],sd,flux [g C/m2/month],,
RFI,A62013,278,1,1,17:17,20130619,62.1467,-37.2217,103.205,103.205,5.9557,-999,35.026,2308.84,8.027,2154.8,401,15.18,1.02,6.95,1.7,2.34633902,-0.967865756,1.634169381,1.14,8.35,2324.02,27.24915411,15.33447231,9.563278222,1,404.07975,227.39604,141.81457,14.829075,1.603474453,7.7463,728.1,,,,,,,,,,,,279.1057,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,278,1,1,17:17,20130619,62.1467,-37.2217,103.327,103.327,5.9641,-999,35.026,2303.28,8.022,2151.6,405.8,15.18,1.02,6.95,1.68,-999,-0.967865756,1.634169381,1.14,8.35,2318.46,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.7412,736,,,,,,,,,,,,279.1141,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,280,1,1,2:49,20130620,61.4502,-36.0018,2.511,2.511,7.8676,-999,34.8651,2317.69,8.102,2120.5,336.7,7.8,0.51,1.06,2.15,-999,-2.716103097,-1.534937243,0.36,6.59,2325.49,-999,-999,-999,-999,-999,-999,-999,-999,-999,,563,5.971282051,5.940344828,2.69,4.678,,0.010283534,10.41979121,,398.4705882,0,,281.0176,,,,,,,,1004.323077,0.991189812,390.8623014,0.047178596,4.84E-05,1288,10.8,-54.16230141,-0.000282814,-0.206454248,,,,,,,,,,-2.479515518,,
RFI,A62013,280,1,1,2:49,20130620,61.4502,-36.0018,9.909,9.909,7.7467,-999,34.8618,2315.35,8.104,2118.5,334.7,7.92,0.55,1.33,2.14,-999,-2.533733651,-1.318660211,0.88,6.92,2323.27,-999,-999,-999,-999,-999,-999,-999,-999,-999,,563.1,,,,,,,,,,,,280.8967,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,280,1,1,2:49,20130620,61.4502,-36.0018,20.246,20.246,7.4904,-999,34.8592,2320.42,8.091,2130.4,345.8,8.52,0.6,2.64,2.07,-999,-1.657229333,-0.275184864,1.08,6.36,2328.94,-999,-999,-999,-999,-999,-999,-999,-999,-999,,588.1,,,,,,,,,,,,280.6404,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,280,1,1,2:49,20130620,61.4502,-36.0018,50.151,50.151,5.6004,-999,34.9298,2319.73,8.043,2162.4,389.1,12.8,0.97,6.83,1.75,-999,0.040644353,2.294854409,2.72,7.72,2332.53,-999,-999,-999,-999,-999,-999,-999,-999,-999,,717.5,,,,,,,,,,,,278.7504,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,280,1,1,2:49,20130620,61.4502,-36.0018,99.911,99.911,4.8969,-999,34.919,2317.24,8.029,2169.7,400.5,14.99,1.05,7.41,1.65,2.221782057,-0.47244643,2.130939899,1.81,8.34,2332.23,91.98347442,16.42570744,10.52272569,1,1717.53935,306.70508,196.48307,18.67226,1.560974592,,761.2,,,,,,,,,,,,278.0469,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,282,1,1,14:34,20130620,61.4517,-38.1565,1.756,1.756,7.9681,-999,34.869,2313.15,8.077,2126.9,359.5,8.63,0.59,4.02,2.06,-999,-0.48941103,0.994143902,0.81,4.83,2321.78,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.823,598.1,6.139625,4.61137931,1.7,1.55,,0.010353515,10.4906987,,398.4705882,0,,281.1181,,,,,,,,1004.323077,0.991189812,390.8344163,0.047015568,4.82E-05,1281,11.28,-31.33441634,-0.000170262,-0.124291441,,,,,,,,,,-1.492740206,,
RFI,A62013,282,1,1,14:34,20130620,61.4517,-38.1565,9.834,9.834,7.98,-999,34.863,2314.31,8.08,2126.2,356,8.59,0.6,4.01,2.07,-999,-0.479515013,0.997698936,1.01,4.99,2322.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8265,592.1,,,,,,,,,,,,281.13,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,282,1,1,14:34,20130620,61.4517,-38.1565,20.69,20.69,6.9459,-999,34.881,2313.83,8.08,2132.8,354.8,9.34,0.66,4.64,1.99,-999,-0.274084314,1.349463064,1.22,5.26,2323.17,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8103,617.4,,,,,,,,,,,,280.0959,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,282,1,1,14:34,20130620,61.4517,-38.1565,49.707,49.707,5.795,-999,34.942,2316.45,8.042,2158.4,389.8,13.18,0.94,6.75,1.77,-999,-0.207993061,2.095600308,1.86,7.35,2329.63,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.7575,712.7,,,,,,,,,,,,278.945,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,282,1,1,14:34,20130620,61.4517,-38.1565,101,101,5.1956,-999,34.962,2314.06,8.034,2162.6,395.2,15.13,1.04,7.17,2.08,2.028622789,-0.750065036,1.858460386,1.51,8.43,2329.19,71.21436863,16.04050579,6.255861651,1,1251.5498,281.902265,109.943015,17.5744,2.564076172,7.7402,741.7,,,,,,,,,,,,278.3456,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,285,1,1,7:59,20130621,61.4386,-40.45,1.399,1.399,7.1468,-999,34.944,2316.47,8.097,2126.7,340.9,9.09,0.61,0.5,2.08,-999,-3.815002714,-2.484103218,0.67,8.65,2325.56,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8287,588.4,6.898915663,3.52137931,3.19,1.896,,0.009793328,9.92308955,,398.4705882,0,,280.2968,,,,,,,,1004.323077,0.991189812,391.0576343,0.048342723,4.96E-05,1345,13.12,-50.15763426,-0.00032603,-0.238001854,,,,,,,,,,-2.858402267,,
RFI,A62013,285,1,1,7:59,20130621,61.4386,-40.45,9.872,9.872,7.1174,-999,34.944,2319.13,8.096,2129.4,341.3,9.07,0.64,0.41,2.03,-999,-3.885158402,-2.562702094,1.17,9.19,2328.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8278,589.7,,,,,,,,,,,,280.2674,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,285,1,1,7:59,20130621,61.4386,-40.45,20.54,20.54,6.8677,-999,34.95,2320.13,8.088,2135.6,348.3,9.79,0.72,0.91,1.85,-999,-3.780543371,-2.324108968,1.73,9.89,2329.92,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8164,608.6,,,,,,,,,,,,280.0177,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,285,1,1,7:59,20130621,61.4386,-40.45,50.367,50.367,6.3313,-999,34.993,2330.69,8.051,2164.5,383.7,-999,-999,-999,1.83,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.774,681.7,,,,,,,,,,,,279.4813,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,285,1,1,7:59,20130621,61.4386,-40.45,50.367,50.367,6.3313,-999,34.993,2307.81,8.051,2142.9,380.4,11.94,0.84,3.6,-999,-999,-2.410563588,-0.479906351,1.5,9,2319.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.7735,679.2,,,,,,,,,,,,279.4813,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,285,1,1,7:59,20130621,61.4386,-40.45,101.734,101.734,6.2373,-999,35.029,2325.92,8.028,2169,403.8,13.81,0.98,5.8,1.75,3.967946981,-1.342412308,0.992386554,1.87,8.9,2339.73,144.4843491,14.07715216,16.56390006,1,2353.22165,229.27507,269.77682,16.287035,0.849869422,7.7512,723.7,,,,,,,,,,,,279.3873,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,286,1,1,12:39,20130621,60.5989,-41.0037,2,2,7.6722,-999,34.924,2315.9,8.089,2125.7,347.8,8.37,0.63,1.58,2.09,-999,-2.523572562,-1.228642184,1.71,7.87,2324.27,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8302,586.5,7.484166667,4.460689655,4.32,3.31,,0.010148314,10.28277927,,398.4705882,0,,280.8222,,,,,,,,1004.323077,0.991189812,390.9161827,0.047479607,4.87E-05,1303,15.14,-43.11618272,-0.000317776,-0.23197656,,,,,,,,,,-2.786038486,,
RFI,A62013,286,1,1,12:39,20130621,60.5989,-41.0037,9.646,9.646,7.6598,-999,34.949,2315.43,8.09,2125,347.1,7.69,0.63,1.63,2.09,-999,-2.160954244,-0.960165892,2.39,7.82,2323.12,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8302,585.8,,,,,,,,,,,,280.8098,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,286,1,1,12:39,20130621,60.5989,-41.0037,17.599,17.599,7.4381,-999,34.976,2315.88,8.092,2125.5,344.2,8.18,0.61,1.46,2.08,-999,-2.540625519,-1.280308294,1.58,7.69,2324.06,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8292,586.5,,,,,,,,,,,,280.5881,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,286,1,1,12:39,20130621,60.5989,-41.0037,50.229,50.229,6.6362,-999,35.001,2322.48,8.08,2142.1,354.3,9.87,0.89,1.92,1.97,-999,-2.925598232,-1.395075951,4.37,11.43,2332.35,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8057,625.9,,,,,,,,,,,,279.7862,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,286,1,1,12:39,20130621,60.5989,-41.0037,100.977,100.977,6.0175,-999,34.952,2320.76,8.041,2160.9,390,13.12,0.95,5.23,1.76,3.855938927,-1.522926252,0.677867129,2.08,9.02,2333.88,146.0895641,22.57985503,19.55248006,1,1916.64395,296.239795,256.521695,13.11965,1.154833298,7.7574,706.6,,,,,,,,,,,,279.1675,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,288,1,1,23:18,20130621,61.0032,-39.1444,1.803,1.803,7.9258,-999,34.834,2315.51,8.093,2122.3,344.5,7.75,0.51,2.62,2.12,-999,-1.31431469,-0.044157298,0.41,5.03,2323.26,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8377,574.7,6.107294118,4.149310345,2.85,3.684,,0.010324197,10.46099251,,398.4705882,0,,281.0758,,,,,,,,1004.323077,0.991189812,390.8460986,0.047093217,4.83E-05,1284,11.17,-46.34609859,-0.000249928,-0.182447607,,,,,,,,,,-2.19119576,,
RFI,A62013,288,1,1,23:18,20130621,61.0032,-39.1444,10.022,10.022,7.9323,-999,34.832,2313.92,8.094,2120.4,343.6,7.76,0.51,2.6,2.12,-999,-1.336669084,-0.066102176,0.4,5.05,2321.68,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8382,572.9,,,,,,,,,,,,281.0823,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,288,1,1,23:18,20130621,61.0032,-39.1444,20.297,20.297,7.4483,-999,34.827,2303.39,8.105,2108.9,331.5,7.39,0.5,2.15,2.12,-999,-1.561008244,-0.370900722,0.61,5.35,2310.78,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8406,564.9,,,,,,,,,,,,280.5983,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,288,1,1,23:18,20130621,61.0032,-39.1444,50.743,50.743,5.4879,-999,34.943,2321.04,8.039,2165.9,393.1,13.64,0.96,6.8,1.74,-999,-0.379229489,1.993252241,1.72,7.6,2334.68,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.7501,728.1,,,,,,,,,,,,278.6379,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,288,1,1,23:18,20130621,61.0032,-39.1444,101.063,101.063,4.9352,-999,34.951,2313.18,8.034,2163.5,394.7,15.5,1.06,7.38,1.67,2.223807719,-0.737783372,1.936682111,1.46,8.52,2328.68,69.45508158,15.08174292,8.499397334,1,1582.6212,343.65644,193.669435,22.786255,1.774448508,7.7361,749.5,,,,,,,,,,,,278.0852,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,291,1,1,14:40,20130622,60.5997,-36.5935,2.432,2.432,7.7826,-999,34.856,2310.98,8.106,2113,332.1,7.13,0.44,2.14,2.16,-999,-1.448087627,-0.295793122,-0.09,4.46,2318.11,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8464,557.3,5.923636364,5.762413793,8.48,6.3,,0.01022471,10.36018755,,398.4705882,0,,280.9326,,,,,,,,1004.323077,0.991189812,390.8857411,0.047318735,4.85E-05,1295,10.65,-58.78574114,-0.00030356,-0.221598661,,,,,,,,,,-2.661399919,,
RFI,A62013,291,1,1,14:40,20130622,60.5997,-36.5935,10.596,10.596,7.7804,-999,34.855,2308.3,8.109,2108.9,328.5,7.14,0.45,2.08,2.15,-999,-1.505784938,-0.355769072,0.06,4.67,2315.44,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8507,551.6,,,,,,,,,,,,280.9304,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,291,1,1,14:40,20130622,60.5997,-36.5935,20.877,20.877,7.7279,-999,34.849,2312.16,8.109,2113.2,329.5,7.3,0.48,1.31,2.17,-999,-2.261063053,-1.135891827,0.38,5.89,2319.46,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8487,554.6,,,,,,,,,,,,280.8779,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,291,1,1,14:40,20130622,60.5997,-36.5935,51.282,51.282,5.143,-999,34.924,2317,8.051,2159.8,380.7,13.29,0.91,6.31,1.97,-999,-0.648277437,1.643760027,1.27,7.34,2330.29,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.7553,716.2,,,,,,,,,,,,278.293,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,291,1,1,14:40,20130622,60.5997,-36.5935,100.804,100.804,4.7916,-999,34.908,2315.43,8.034,2166.8,395,14.56,1.05,7.37,1.72,2.330828714,-0.306423082,2.232985349,2.24,8.38,2329.99,84.22822195,11.78729983,9.351016224,1,2123.72365,297.204035,235.775775,25.21392,1.260536775,7.7339,754.8,,,,,,,,,,,,277.9416,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,292,1,1,20:12,20130622,60.1534,-36.5956,10.103,10.103,7.5905,-999,34.914,2318.29,8.15,2100.1,295.6,5.04,0.34,0,1.87,-999,-2.360199933,-1.639473534,0.4,5.1,2323.33,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8851,501,6.128876404,6.116551724,8.81,7.688,,0.010092441,10.22616576,,398.4705882,0,,280.7405,,,,,,,,1004.323077,0.991189812,390.9384465,0.047615938,4.88E-05,1310,11.13,-95.33844654,-0.000517664,-0.37789488,,,,,,,,,,-4.538517509,,
RFI,A62013,292,1,1,20:12,20130622,60.1534,-36.5956,20.65,20.65,7.5895,-999,34.913,2317.86,8.149,2100.1,296.1,5.21,0.37,0,2.34,-999,-2.439809851,-1.694773237,0.71,5.55,2323.07,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.884,502,,,,,,,,,,,,280.7395,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,292,1,1,20:12,20130622,60.1534,-36.5956,50.618,50.618,6.144,-999,34.922,2316.77,8.172,2099,277.2,5.6,0.35,0,2.21,-999,-2.62244437,-1.82163726,0,5.25,2322.37,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.88,501.4,,,,,,,,,,,,279.294,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,292,1,1,20:12,20130622,60.1534,-36.5956,102.341,102.341,5.5589,-999,34.962,2316.22,8.055,2153.6,374.5,12.4,0.93,5.95,2.25,4.760046349,-0.549582344,1.592842622,2.48,8,2328.62,90.62478013,12.47322634,10.32576555,1,4143.6554,570.315885,472.127095,45.723205,1.207971097,7.7657,692.6,,,,,,,,,,,,278.7089,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,292,1,1,20:12,20130622,60.1534,-36.5956,102.341,102.341,5.5589,-999,34.962,2315.63,8.052,2154.3,377.3,15.74,1.09,7.64,1.79,-999,-0.620444891,2.104468871,1.7,8.71,2331.37,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.763,698.6,,,,,,,,,,,,278.7089,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,294,1,1,6:30,20130623,60.151,-39.0226,1.453,1.453,7.208,-999,34.843,2312.66,8.124,2110.9,316.9,6.24,0.37,0.09,1.9,-999,-2.842630737,-1.944719526,-0.32,5.46,2318.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8544,545.7,6.257362637,5.934482759,5.59,7.416,,0.009834629,9.964937427,1004.5,398.4705882,0.991364421,391.1107539,280.358,0.048268762,4.95E-05,1340,9.65,-74.21,-0.000354133,-0.258517031,1004.323077,0.991189812,391.0411772,0.048268762,4.95E-05,1340,11.33,-74.14117716,-0.000415679,-0.303445922,,,,,,,,,,-3.644385523,,
RFI,A62013,294,1,1,6:30,20130623,60.151,-39.0226,11.292,11.292,7.2095,-999,34.842,2311.01,8.126,2108.1,314.4,6.25,0.37,0.28,2.19,-999,-2.679434822,-1.768306783,-0.33,5.27,2317.26,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8565,541.4,,,,,,,,,,,,280.3595,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,294,1,1,6:30,20130623,60.151,-39.0226,21.324,21.324,7.2084,-999,34.836,2313.19,8.114,2115.6,324.6,6.61,0.4,0.56,2.2,-999,-2.600620119,-1.620641946,-0.21,5.44,2319.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8453,558.8616333,,,,,,,,,,,,280.3584,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,294,1,1,6:30,20130623,60.151,-39.0226,51.333,51.333,5.0705,-999,34.91,2315.91,8.028,2168.5,403.9,14.01,0.98,7.05,1.98,-999,-0.33160491,2.109297963,1.67,7.65,2329.92,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.7325,761.0474243,,,,,,,,,,,,278.2205,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,294,1,1,6:30,20130623,60.151,-39.0226,101.807,101.807,5.0219,-999,34.964,2316.51,8.026,2169,402.9,15.16,1.05,7.31,1.66,2.44550647,-0.640413639,1.981084153,1.64,8.44,2331.67,76.35888488,13.4916411,9.6780079,1,1980.11035,349.860245,250.96652,25.93163,1.394051466,7.7306,761.7437744,,,,,,,,,,,,278.1719,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,297,1,1,21:57,20130623,60.1508,-41.3016,1.834,1.834,7.1014,-999,34.91,2315.86,8.097,2126.6,340.8,8.29,0.59,0.84,2.08,-999,-3.139953018,-1.90236315,1.15,8.01,2324.15,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8279,589.3145142,8.093655914,6.190689655,5.46,5.78,0.18,0.009763372,9.892736989,1003.5,398.4705882,0.990377498,390.7458876,280.2514,0.0484285,4.96E-05,1348,9.31,-49.95,-0.000230943,-0.168588614,1004.323077,0.991189812,391.0695707,0.0484285,4.96E-05,1348,16.91,-50.2695707,-0.000421878,-0.307971281,,,,,,,,,,-3.698735085,,
RFI,A62013,297,1,1,21:57,20130623,60.1508,-41.3016,10.48,10.48,7.0911,-999,34.911,2318.05,8.094,2129.9,343.4,8.83,0.63,0.98,2.05,-999,-3.269131376,-1.94563618,1.25,8.47,2326.88,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8251,594.1987915,,,,,0.18,,,,,,,280.2411,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,297,1,1,21:57,20130623,60.1508,-41.3016,20.512,20.512,6.9818,-999,34.937,2316.59,8.092,2129.7,344.2,9.18,0.62,1.35,1.97,-999,-3.106112176,-1.709615279,0.74,7.95,2325.77,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8219,598.2099609,,,,,0.18,,,,,,,280.1318,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,297,1,1,21:57,20130623,60.1508,-41.3016,50.324,50.324,6.0261,-999,34.962,2320.53,8.065,2151.1,367.9,11.07,0.84,3.59,1.82,-999,-2.011983853,-0.206502648,2.37,9.01,2331.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.7824,666.5032349,,,,,0.27,,,,,,,279.1761,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,297,1,1,21:57,20130623,60.1508,-41.3016,100.933,100.933,5.5267,-999,34.98,2317.71,8.025,2167.1,404.6,14.46,1.01,6.52,1.41,3.216062003,-1.010630684,1.461765801,1.7,8.63,2332.17,95.69143376,16.06187905,14.87774217,1,1910.9431,320.753235,297.106205,19.969845,1.079591168,7.7377,747.6812134,,,,,0.25,,,,,,,278.6767,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,298,1,1,8:15,20130624,59.3022,-42.0524,4.279,4.279,1.6864,-999,32.7487,2194.02,8.209,2013.4,241,4.02,0.41,0.58,1.93,-999,-1.37006814,-0.759223538,2.54,5.57,2198.04,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8364,533.6508179,8.446842105,7.075172414,9.63,7.002,-0.46,0.006718789,6.807813119,1001.3,398.4705882,0.988206267,391.0938926,274.8364,0.059716117,6.12E-05,1871,19.11,-150.09,-0.001755378,-1.281425791,1004.323077,0.991189812,392.2827475,0.059716117,6.12E-05,1871,15.25,-151.2827475,-0.001411732,-1.030564282,,,,,,,,,,-12.37707703,,
RFI,A62013,298,1,1,8:15,20130624,59.3022,-42.0524,10.259,10.259,1.6821,-999,32.7617,2210.43,8.198,2033.2,249.5,4.79,0.46,0.86,1.9,-999,-1.483253829,-0.744930206,2.57,6.04,2215.22,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.8273,552.3869019,,,,,-0.37,,,,,,,274.8321,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,298,1,1,8:15,20130624,59.3022,-42.0524,20.347,20.347,4.5627,-999,34.203,2291.03,8.097,2124.1,336,9.17,0.74,2.37,2.28,-999,-2.20018488,-0.741867063,2.67,8.73,2300.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.7871,649.8424683,,,,,0.02,,,,,,,277.7127,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,298,1,1,8:15,20130624,59.3022,-42.0524,50.061,50.061,6.1668,-999,34.948,2315.93,8.065,2145.8,367.2,10.73,0.78,2.74,2.41,-999,-2.603800982,-0.899450755,1.75,8.96,2326.66,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.7846,660.9446411,,,,,0.19,,,,,,,279.3168,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,298,1,1,8:15,20130624,59.3022,-42.0524,99.955,99.955,5.7388,-999,34.936,2318.5,8.052,2156,378.1,12.12,0.9,4.05,1.95,3.650116767,-2.097248638,-0.113415914,2.28,9.45,2330.62,189.3255688,15.21088599,9.380718634,1,2453.7919,197.14373,121.58068,12.9607,1.621505407,7.7657,693.565979,,,,,0.21,,,,,,,278.8888,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,300,1,1,18:19,20130624,59.2997,-40.1966,2.753,2.753,6.763,-999,34.882,2320.76,8.19,2090.2,266.3,4.37,0.45,2.25,1.93,-999,-0.058404169,0.706123273,2.83,4.5,2325.13,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.9062,469.5341797,7.536701031,7.197586207,7.88,7.94,,0.009541481,9.667905762,1004,398.4705882,0.99087096,391.0309346,279.913,0.04901004,5.02E-05,1376,16.02,-124.73,-0.001003498,-0.732553392,1004.323077,0.991189812,391.1579878,0.04901004,5.02E-05,1376,14.9,-124.8579878,-0.00093463,-0.682280187,,,,,,,,,,-8.194185046,,
RFI,A62013,300,1,1,18:19,20130624,59.2997,-40.1966,9.0752,9.0752,6.7597,-999,34.883,2321.45,8.19,2090.5,265.8,4.39,0.42,2.26,1.88,-999,-0.058934312,0.70907366,2.33,4.04,2325.84,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.9066,468.7227173,,,,,,,,,,,,279.9097,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,300,1,1,18:19,20130624,59.2997,-40.1966,20.427,20.427,6.7594,-999,34.883,2322.1,8.189,2091.6,266.5,4.36,0.42,2.18,2.46,-999,-0.115571335,0.643184418,2.36,4.12,2326.46,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.9054,470.026886,,,,,,,,,,,,279.9094,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
RFI,A62013,300,1,1,18:19,20130624,59.2997,-40.1966,20.427,20.427,6.7594,-999,34.883,2318.83,8.188,2089,266.8,-999,-999,-999,2.45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.9046,469.334198,,,,,,,,,,,,279.9094,,,,,,,,1004.323077,0.991189812,,,,,,,,,,,,,,,,,,,,
